"CLDR.Short.Name";"Code";"Browser";"R.Encoding"
"man cook: dark skin tone";"U+1F468 U+1F3FF U+200D U+1F373";"👨🏿
🍳";"<f0><9f><91><a8> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><8d><b3>"
"woman cook";"U+1F469 U+200D U+1F373";"👩
🍳";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><8d><b3>"
"woman cook: light skin tone";"U+1F469 U+1F3FB U+200D U+1F373";"👩🏻
🍳";"<f0><9f><91><a9> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><8d><b3>"
"woman cook: medium-light skin tone";"U+1F469 U+1F3FC U+200D U+1F373";"👩🏼
🍳";"<f0><9f><91><a9> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><8d><b3>"
"woman cook: medium skin tone";"U+1F469 U+1F3FD U+200D U+1F373";"👩🏽
🍳";"<f0><9f><91><a9> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><8d><b3>"
"woman cook: medium-dark skin tone";"U+1F469 U+1F3FE U+200D U+1F373";"👩🏾
🍳";"<f0><9f><91><a9> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><8d><b3>"
"woman cook: dark skin tone";"U+1F469 U+1F3FF U+200D U+1F373";"👩🏿
🍳";"<f0><9f><91><a9> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><8d><b3>"
"man mechanic";"U+1F468 U+200D U+1F527";"👨
🔧";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><94><a7>"
"man mechanic: light skin tone";"U+1F468 U+1F3FB U+200D U+1F527";"👨🏻
🔧";"<f0><9f><91><a8> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><94><a7>"
"man mechanic: medium-light skin tone";"U+1F468 U+1F3FC U+200D U+1F527";"👨🏼
🔧";"<f0><9f><91><a8> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><94><a7>"
"man mechanic: medium skin tone";"U+1F468 U+1F3FD U+200D U+1F527";"👨🏽
🔧";"<f0><9f><91><a8> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><94><a7>"
"man mechanic: medium-dark skin tone";"U+1F468 U+1F3FE U+200D U+1F527";"👨🏾
🔧";"<f0><9f><91><a8> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><94><a7>"
"man mechanic: dark skin tone";"U+1F468 U+1F3FF U+200D U+1F527";"👨🏿
🔧";"<f0><9f><91><a8> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><94><a7>"
"woman mechanic";"U+1F469 U+200D U+1F527";"👩
🔧";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><94><a7>"
"woman mechanic: light skin tone";"U+1F469 U+1F3FB U+200D U+1F527";"👩🏻
🔧";"<f0><9f><91><a9> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><94><a7>"
"woman mechanic: medium-light skin tone";"U+1F469 U+1F3FC U+200D U+1F527";"👩🏼
🔧";"<f0><9f><91><a9> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><94><a7>"
"woman mechanic: medium skin tone";"U+1F469 U+1F3FD U+200D U+1F527";"👩🏽
🔧";"<f0><9f><91><a9> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><94><a7>"
"woman mechanic: medium-dark skin tone";"U+1F469 U+1F3FE U+200D U+1F527";"👩🏾
🔧";"<f0><9f><91><a9> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><94><a7>"
"woman mechanic: dark skin tone";"U+1F469 U+1F3FF U+200D U+1F527";"👩🏿
🔧";"<f0><9f><91><a9> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><94><a7>"
"man factory worker";"U+1F468 U+200D U+1F3ED";"👨
🏭";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><8f><ad>"
"man factory worker: light skin tone";"U+1F468 U+1F3FB U+200D U+1F3ED";"👨🏻
🏭";"<f0><9f><91><a8> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><8f><ad>"
"man factory worker: medium-light skin tone";"U+1F468 U+1F3FC U+200D U+1F3ED";"👨🏼
🏭";"<f0><9f><91><a8> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><8f><ad>"
"man factory worker: medium skin tone";"U+1F468 U+1F3FD U+200D U+1F3ED";"👨🏽
🏭";"<f0><9f><91><a8> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><8f><ad>"
"man factory worker: medium-dark skin tone";"U+1F468 U+1F3FE U+200D U+1F3ED";"👨🏾
🏭";"<f0><9f><91><a8> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><8f><ad>"
"man factory worker: dark skin tone";"U+1F468 U+1F3FF U+200D U+1F3ED";"👨🏿
🏭";"<f0><9f><91><a8> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><8f><ad>"
"woman factory worker";"U+1F469 U+200D U+1F3ED";"👩
🏭";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><8f><ad>"
"woman factory worker: light skin tone";"U+1F469 U+1F3FB U+200D U+1F3ED";"👩🏻
🏭";"<f0><9f><91><a9> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><8f><ad>"
"woman factory worker: medium-light skin tone";"U+1F469 U+1F3FC U+200D U+1F3ED";"👩🏼
🏭";"<f0><9f><91><a9> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><8f><ad>"
"woman factory worker: medium skin tone";"U+1F469 U+1F3FD U+200D U+1F3ED";"👩🏽
🏭";"<f0><9f><91><a9> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><8f><ad>"
"woman factory worker: medium-dark skin tone";"U+1F469 U+1F3FE U+200D U+1F3ED";"👩🏾
🏭";"<f0><9f><91><a9> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><8f><ad>"
"woman factory worker: dark skin tone";"U+1F469 U+1F3FF U+200D U+1F3ED";"👩🏿
🏭";"<f0><9f><91><a9> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><8f><ad>"
"man office worker";"U+1F468 U+200D U+1F4BC";"👨
💼";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><92><bc>"
"man office worker: light skin tone";"U+1F468 U+1F3FB U+200D U+1F4BC";"👨🏻
💼";"<f0><9f><91><a8> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><92><bc>"
"man office worker: medium-light skin tone";"U+1F468 U+1F3FC U+200D U+1F4BC";"👨🏼
💼";"<f0><9f><91><a8> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><92><bc>"
"man office worker: medium skin tone";"U+1F468 U+1F3FD U+200D U+1F4BC";"👨🏽
💼";"<f0><9f><91><a8> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><92><bc>"
"man office worker: medium-dark skin tone";"U+1F468 U+1F3FE U+200D U+1F4BC";"👨🏾
💼";"<f0><9f><91><a8> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><92><bc>"
"man office worker: dark skin tone";"U+1F468 U+1F3FF U+200D U+1F4BC";"👨🏿
💼";"<f0><9f><91><a8> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><92><bc>"
"woman office worker";"U+1F469 U+200D U+1F4BC";"👩
💼";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><92><bc>"
"woman office worker: light skin tone";"U+1F469 U+1F3FB U+200D U+1F4BC";"👩🏻
💼";"<f0><9f><91><a9> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><92><bc>"
"woman office worker: medium-light skin tone";"U+1F469 U+1F3FC U+200D U+1F4BC";"👩🏼
💼";"<f0><9f><91><a9> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><92><bc>"
"woman office worker: medium skin tone";"U+1F469 U+1F3FD U+200D U+1F4BC";"👩🏽
💼";"<f0><9f><91><a9> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><92><bc>"
"woman office worker: medium-dark skin tone";"U+1F469 U+1F3FE U+200D U+1F4BC";"👩🏾
💼";"<f0><9f><91><a9> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><92><bc>"
"woman office worker: dark skin tone";"U+1F469 U+1F3FF U+200D U+1F4BC";"👩🏿
💼";"<f0><9f><91><a9> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><92><bc>"
"man scientist";"U+1F468 U+200D U+1F52C";"👨
🔬";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><94><ac>"
"man scientist: light skin tone";"U+1F468 U+1F3FB U+200D U+1F52C";"👨🏻
🔬";"<f0><9f><91><a8> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><94><ac>"
"man scientist: medium-light skin tone";"U+1F468 U+1F3FC U+200D U+1F52C";"👨🏼
🔬";"<f0><9f><91><a8> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><94><ac>"
"man scientist: medium skin tone";"U+1F468 U+1F3FD U+200D U+1F52C";"👨🏽
🔬";"<f0><9f><91><a8> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><94><ac>"
"man scientist: medium-dark skin tone";"U+1F468 U+1F3FE U+200D U+1F52C";"👨🏾
🔬";"<f0><9f><91><a8> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><94><ac>"
"man scientist: dark skin tone";"U+1F468 U+1F3FF U+200D U+1F52C";"👨🏿
🔬";"<f0><9f><91><a8> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><94><ac>"
"woman scientist";"U+1F469 U+200D U+1F52C";"👩
🔬";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><94><ac>"
"woman scientist: light skin tone";"U+1F469 U+1F3FB U+200D U+1F52C";"👩🏻
🔬";"<f0><9f><91><a9> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><94><ac>"
"woman scientist: medium-light skin tone";"U+1F469 U+1F3FC U+200D U+1F52C";"👩🏼
🔬";"<f0><9f><91><a9> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><94><ac>"
"woman scientist: medium skin tone";"U+1F469 U+1F3FD U+200D U+1F52C";"👩🏽
🔬";"<f0><9f><91><a9> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><94><ac>"
"woman scientist: medium-dark skin tone";"U+1F469 U+1F3FE U+200D U+1F52C";"👩🏾
🔬";"<f0><9f><91><a9> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><94><ac>"
"woman scientist: dark skin tone";"U+1F469 U+1F3FF U+200D U+1F52C";"👩🏿
🔬";"<f0><9f><91><a9> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><94><ac>"
"man technologist";"U+1F468 U+200D U+1F4BB";"👨
💻";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><92><bb>"
"man technologist: light skin tone";"U+1F468 U+1F3FB U+200D U+1F4BB";"👨🏻
💻";"<f0><9f><91><a8> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><92><bb>"
"man technologist: medium-light skin tone";"U+1F468 U+1F3FC U+200D U+1F4BB";"👨🏼
💻";"<f0><9f><91><a8> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><92><bb>"
"man technologist: medium skin tone";"U+1F468 U+1F3FD U+200D U+1F4BB";"👨🏽
💻";"<f0><9f><91><a8> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><92><bb>"
"man technologist: medium-dark skin tone";"U+1F468 U+1F3FE U+200D U+1F4BB";"👨🏾
💻";"<f0><9f><91><a8> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><92><bb>"
"man technologist: dark skin tone";"U+1F468 U+1F3FF U+200D U+1F4BB";"👨🏿
💻";"<f0><9f><91><a8> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><92><bb>"
"woman technologist";"U+1F469 U+200D U+1F4BB";"👩
💻";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><92><bb>"
"woman technologist: light skin tone";"U+1F469 U+1F3FB U+200D U+1F4BB";"👩🏻
💻";"<f0><9f><91><a9> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><92><bb>"
"woman technologist: medium-light skin tone";"U+1F469 U+1F3FC U+200D U+1F4BB";"👩🏼
💻";"<f0><9f><91><a9> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><92><bb>"
"woman technologist: medium skin tone";"U+1F469 U+1F3FD U+200D U+1F4BB";"👩🏽
💻";"<f0><9f><91><a9> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><92><bb>"
"woman technologist: medium-dark skin tone";"U+1F469 U+1F3FE U+200D U+1F4BB";"👩🏾
💻";"<f0><9f><91><a9> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><92><bb>"
"woman technologist: dark skin tone";"U+1F469 U+1F3FF U+200D U+1F4BB";"👩🏿
💻";"<f0><9f><91><a9> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><92><bb>"
"man singer";"U+1F468 U+200D U+1F3A4";"👨
🎤";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><8e><a4>"
"man singer: light skin tone";"U+1F468 U+1F3FB U+200D U+1F3A4";"👨🏻
🎤";"<f0><9f><91><a8> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><8e><a4>"
"man singer: medium-light skin tone";"U+1F468 U+1F3FC U+200D U+1F3A4";"👨🏼
🎤";"<f0><9f><91><a8> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><8e><a4>"
"man singer: medium skin tone";"U+1F468 U+1F3FD U+200D U+1F3A4";"👨🏽
🎤";"<f0><9f><91><a8> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><8e><a4>"
"man singer: medium-dark skin tone";"U+1F468 U+1F3FE U+200D U+1F3A4";"👨🏾
🎤";"<f0><9f><91><a8> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><8e><a4>"
"man singer: dark skin tone";"U+1F468 U+1F3FF U+200D U+1F3A4";"👨🏿
🎤";"<f0><9f><91><a8> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><8e><a4>"
"woman singer";"U+1F469 U+200D U+1F3A4";"👩
🎤";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><8e><a4>"
"woman singer: light skin tone";"U+1F469 U+1F3FB U+200D U+1F3A4";"👩🏻
🎤";"<f0><9f><91><a9> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><8e><a4>"
"woman singer: medium-light skin tone";"U+1F469 U+1F3FC U+200D U+1F3A4";"👩🏼
🎤";"<f0><9f><91><a9> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><8e><a4>"
"woman singer: medium skin tone";"U+1F469 U+1F3FD U+200D U+1F3A4";"👩🏽
🎤";"<f0><9f><91><a9> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><8e><a4>"
"woman singer: medium-dark skin tone";"U+1F469 U+1F3FE U+200D U+1F3A4";"👩🏾
🎤";"<f0><9f><91><a9> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><8e><a4>"
"woman singer: dark skin tone";"U+1F469 U+1F3FF U+200D U+1F3A4";"👩🏿
🎤";"<f0><9f><91><a9> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><8e><a4>"
"man artist";"U+1F468 U+200D U+1F3A8";"👨
🎨";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><8e><a8>"
"man artist: light skin tone";"U+1F468 U+1F3FB U+200D U+1F3A8";"👨🏻
🎨";"<f0><9f><91><a8> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><8e><a8>"
"man artist: medium-light skin tone";"U+1F468 U+1F3FC U+200D U+1F3A8";"👨🏼
🎨";"<f0><9f><91><a8> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><8e><a8>"
"man artist: medium skin tone";"U+1F468 U+1F3FD U+200D U+1F3A8";"👨🏽
🎨";"<f0><9f><91><a8> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><8e><a8>"
"man artist: medium-dark skin tone";"U+1F468 U+1F3FE U+200D U+1F3A8";"👨🏾
🎨";"<f0><9f><91><a8> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><8e><a8>"
"man artist: dark skin tone";"U+1F468 U+1F3FF U+200D U+1F3A8";"👨🏿
🎨";"<f0><9f><91><a8> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><8e><a8>"
"woman artist";"U+1F469 U+200D U+1F3A8";"👩
🎨";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><8e><a8>"
"woman artist: light skin tone";"U+1F469 U+1F3FB U+200D U+1F3A8";"👩🏻
🎨";"<f0><9f><91><a9> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><8e><a8>"
"woman artist: medium-light skin tone";"U+1F469 U+1F3FC U+200D U+1F3A8";"👩🏼
🎨";"<f0><9f><91><a9> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><8e><a8>"
"woman artist: medium skin tone";"U+1F469 U+1F3FD U+200D U+1F3A8";"👩🏽
🎨";"<f0><9f><91><a9> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><8e><a8>"
"woman artist: medium-dark skin tone";"U+1F469 U+1F3FE U+200D U+1F3A8";"👩🏾
🎨";"<f0><9f><91><a9> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><8e><a8>"
"woman artist: dark skin tone";"U+1F469 U+1F3FF U+200D U+1F3A8";"👩🏿
🎨";"<f0><9f><91><a9> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><8e><a8>"
"man pilot";"U+1F468 U+200D U+2708 U+FE0F";"👨
✈️";"<f0><9f><91><a8> <f0><82><80><8d> <f0><82><9c><88> <f0><8f><b8><8f>"
"man pilot: light skin tone";"U+1F468 U+1F3FB U+200D U+2708 U+FE0F";"👨🏻
✈️";"<f0><9f><91><a8> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><9c><88> <f0><8f><b8><8f>"
"man pilot: medium-light skin tone";"U+1F468 U+1F3FC U+200D U+2708 U+FE0F";"👨🏼
✈️";"<f0><9f><91><a8> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><9c><88> <f0><8f><b8><8f>"
"man pilot: medium skin tone";"U+1F468 U+1F3FD U+200D U+2708 U+FE0F";"👨🏽
✈️";"<f0><9f><91><a8> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><9c><88> <f0><8f><b8><8f>"
"man pilot: medium-dark skin tone";"U+1F468 U+1F3FE U+200D U+2708 U+FE0F";"👨🏾
✈️";"<f0><9f><91><a8> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><9c><88> <f0><8f><b8><8f>"
"man pilot: dark skin tone";"U+1F468 U+1F3FF U+200D U+2708 U+FE0F";"👨🏿
✈️";"<f0><9f><91><a8> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><9c><88> <f0><8f><b8><8f>"
"woman pilot";"U+1F469 U+200D U+2708 U+FE0F";"👩
✈️";"<f0><9f><91><a9> <f0><82><80><8d> <f0><82><9c><88> <f0><8f><b8><8f>"
"woman pilot: light skin tone";"U+1F469 U+1F3FB U+200D U+2708 U+FE0F";"👩🏻
✈️";"<f0><9f><91><a9> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><9c><88> <f0><8f><b8><8f>"
"woman pilot: medium-light skin tone";"U+1F469 U+1F3FC U+200D U+2708 U+FE0F";"👩🏼
✈️";"<f0><9f><91><a9> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><9c><88> <f0><8f><b8><8f>"
"woman pilot: medium skin tone";"U+1F469 U+1F3FD U+200D U+2708 U+FE0F";"👩🏽
✈️";"<f0><9f><91><a9> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><9c><88> <f0><8f><b8><8f>"
"woman pilot: medium-dark skin tone";"U+1F469 U+1F3FE U+200D U+2708 U+FE0F";"👩🏾
✈️";"<f0><9f><91><a9> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><9c><88> <f0><8f><b8><8f>"
"woman pilot: dark skin tone";"U+1F469 U+1F3FF U+200D U+2708 U+FE0F";"👩🏿
✈️";"<f0><9f><91><a9> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><9c><88> <f0><8f><b8><8f>"
"man astronaut";"U+1F468 U+200D U+1F680";"👨
🚀";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><9a><80>"
"man astronaut: light skin tone";"U+1F468 U+1F3FB U+200D U+1F680";"👨🏻
🚀";"<f0><9f><91><a8> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><9a><80>"
"man astronaut: medium-light skin tone";"U+1F468 U+1F3FC U+200D U+1F680";"👨🏼
🚀";"<f0><9f><91><a8> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><9a><80>"
"man astronaut: medium skin tone";"U+1F468 U+1F3FD U+200D U+1F680";"👨🏽
🚀";"<f0><9f><91><a8> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><9a><80>"
"man astronaut: medium-dark skin tone";"U+1F468 U+1F3FE U+200D U+1F680";"👨🏾
🚀";"<f0><9f><91><a8> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><9a><80>"
"man astronaut: dark skin tone";"U+1F468 U+1F3FF U+200D U+1F680";"👨🏿
🚀";"<f0><9f><91><a8> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><9a><80>"
"woman astronaut";"U+1F469 U+200D U+1F680";"👩
🚀";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><9a><80>"
"woman astronaut: light skin tone";"U+1F469 U+1F3FB U+200D U+1F680";"👩🏻
🚀";"<f0><9f><91><a9> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><9a><80>"
"woman astronaut: medium-light skin tone";"U+1F469 U+1F3FC U+200D U+1F680";"👩🏼
🚀";"<f0><9f><91><a9> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><9a><80>"
"woman astronaut: medium skin tone";"U+1F469 U+1F3FD U+200D U+1F680";"👩🏽
🚀";"<f0><9f><91><a9> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><9a><80>"
"woman astronaut: medium-dark skin tone";"U+1F469 U+1F3FE U+200D U+1F680";"👩🏾
🚀";"<f0><9f><91><a9> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><9a><80>"
"woman astronaut: dark skin tone";"U+1F469 U+1F3FF U+200D U+1F680";"👩🏿
🚀";"<f0><9f><91><a9> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><9a><80>"
"man firefighter";"U+1F468 U+200D U+1F692";"👨
🚒";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><9a><92>"
"man firefighter: light skin tone";"U+1F468 U+1F3FB U+200D U+1F692";"👨🏻
🚒";"<f0><9f><91><a8> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><9a><92>"
"man firefighter: medium-light skin tone";"U+1F468 U+1F3FC U+200D U+1F692";"👨🏼
🚒";"<f0><9f><91><a8> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><9a><92>"
"man firefighter: medium skin tone";"U+1F468 U+1F3FD U+200D U+1F692";"👨🏽
🚒";"<f0><9f><91><a8> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><9a><92>"
"man firefighter: medium-dark skin tone";"U+1F468 U+1F3FE U+200D U+1F692";"👨🏾
🚒";"<f0><9f><91><a8> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><9a><92>"
"man firefighter: dark skin tone";"U+1F468 U+1F3FF U+200D U+1F692";"👨🏿
🚒";"<f0><9f><91><a8> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><9a><92>"
"woman firefighter";"U+1F469 U+200D U+1F692";"👩
🚒";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><9a><92>"
"woman firefighter: light skin tone";"U+1F469 U+1F3FB U+200D U+1F692";"👩🏻
🚒";"<f0><9f><91><a9> <f0><9f><8f><bb> <f0><82><80><8d> <f0><9f><9a><92>"
"woman firefighter: medium-light skin tone";"U+1F469 U+1F3FC U+200D U+1F692";"👩🏼
🚒";"<f0><9f><91><a9> <f0><9f><8f><bc> <f0><82><80><8d> <f0><9f><9a><92>"
"woman firefighter: medium skin tone";"U+1F469 U+1F3FD U+200D U+1F692";"👩🏽
🚒";"<f0><9f><91><a9> <f0><9f><8f><bd> <f0><82><80><8d> <f0><9f><9a><92>"
"woman firefighter: medium-dark skin tone";"U+1F469 U+1F3FE U+200D U+1F692";"👩🏾
🚒";"<f0><9f><91><a9> <f0><9f><8f><be> <f0><82><80><8d> <f0><9f><9a><92>"
"woman firefighter: dark skin tone";"U+1F469 U+1F3FF U+200D U+1F692";"👩🏿
🚒";"<f0><9f><91><a9> <f0><9f><8f><bf> <f0><82><80><8d> <f0><9f><9a><92>"
"police officer";"U+1F46E";"👮";"<f0><9f><91><ae>"
"police officer: light skin tone";"U+1F46E U+1F3FB";"👮🏻";"<f0><9f><91><ae> <f0><9f><8f><bb>"
"police officer: medium-light skin tone";"U+1F46E U+1F3FC";"👮🏼";"<f0><9f><91><ae> <f0><9f><8f><bc>"
"police officer: medium skin tone";"U+1F46E U+1F3FD";"👮🏽";"<f0><9f><91><ae> <f0><9f><8f><bd>"
"police officer: medium-dark skin tone";"U+1F46E U+1F3FE";"👮🏾";"<f0><9f><91><ae> <f0><9f><8f><be>"
"police officer: dark skin tone";"U+1F46E U+1F3FF";"👮🏿";"<f0><9f><91><ae> <f0><9f><8f><bf>"
"man police officer";"U+1F46E U+200D U+2642 U+FE0F";"👮
♂️";"<f0><9f><91><ae> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man police officer: light skin tone";"U+1F46E U+1F3FB U+200D U+2642 U+FE0F";"👮🏻
♂️";"<f0><9f><91><ae> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man police officer: medium-light skin tone";"U+1F46E U+1F3FC U+200D U+2642 U+FE0F";"👮🏼
♂️";"<f0><9f><91><ae> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man police officer: medium skin tone";"U+1F46E U+1F3FD U+200D U+2642 U+FE0F";"👮🏽
♂️";"<f0><9f><91><ae> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man police officer: medium-dark skin tone";"U+1F46E U+1F3FE U+200D U+2642 U+FE0F";"👮🏾
♂️";"<f0><9f><91><ae> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man police officer: dark skin tone";"U+1F46E U+1F3FF U+200D U+2642 U+FE0F";"👮🏿
♂️";"<f0><9f><91><ae> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman police officer";"U+1F46E U+200D U+2640 U+FE0F";"👮
♀️";"<f0><9f><91><ae> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman police officer: light skin tone";"U+1F46E U+1F3FB U+200D U+2640 U+FE0F";"👮🏻
♀️";"<f0><9f><91><ae> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman police officer: medium-light skin tone";"U+1F46E U+1F3FC U+200D U+2640 U+FE0F";"👮🏼
♀️";"<f0><9f><91><ae> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman police officer: medium skin tone";"U+1F46E U+1F3FD U+200D U+2640 U+FE0F";"👮🏽
♀️";"<f0><9f><91><ae> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
